id,question1_en,question2_en,question2_fr,is_duplicate
183,How do I find a startup accelerator?,How do startup accelerators give you the funding?,Comment les accélérateurs de démarrage vous donnent le financement?,0
184,How can I check wifi history and access it through android phones?,I cannot open Quora through my WiFi router. Why can I only access it through a mobile network?,Je ne peux pas ouvrir Quora via mon routeur WiFi. Pourquoi puis-je y accéder uniquement via un réseau mobile?,0
185,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Rostov?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Riyadh?",Quelle était la signification de la bataille de Somme et comment cette bataille a-t-elle été comparable à la bataille de Riyad?,1
186,What is the most creative college admissions essay you've read?,Has any college admission officer cried in public while reading an applicant's essay?,Est-ce qu'un agent d'admission d'université a pleuré en public en lisant l'essai d'un candidat?,0
187,"What would happen if you cover one of your eyes with an eye patch for one year, then take the patch off?",What happens if eye medicine enters the eye?,Que se passe-t-il si la médecine oculaire pénètre dans l'œil?,0
188,Is it possible to pursue many different things in life?,How do I refuse to chose between different things to do in my life?,Comment refuser de choisir entre différentes choses à faire dans ma vie?,1
189,Did Ben Affleck shine more than Christian Bale as Batman?,"No fanboys please, but who was the true batman, Christian Bale or Ben Affleck?","Pas de fan, s'il vous plaît, mais qui était le vrai batman, Christian Bale ou Ben Affleck?",1
190,Which business is good start up in Hyderabad?,Which business is better to start in Hyderabad?,Quelle entreprise est préférable de commencer à Hyderabad?,1
191,How can I stop being so possessive?,How do I stop being over possessive for a person whom I love?,Comment puis-je cesser d'être trop possessif pour une personne que j'aime?,1
192,Who was the wife of Lord Krishna?,Who is the father of lord Krishna?,Qui est le père du seigneur Krishna?,0
193,What is the best combination of courses I can take up along with CA to enhance my career?,What courses must be taken along with CA course?,Quels cours doivent être suivis avec un cours de CA?,1
194,How do you take a screenshot on a Mac laptop?,How do I take a screenshot on my MacBook Pro? What are some instructions?,Comment faire une capture d'écran sur mon MacBook Pro? Quelles sont certaines instructions?,1
195,What is the work of an executive recruiter like?,What is it like to work with an executive recruiter?,À quoi ressemble le travail avec un recruteur de cadres?,0
196,Which psychological need does 'collecting' fulfill?,Why do people collect things?,Pourquoi les gens collectionnent-ils des choses?,0
197,What are some must watch TV shows before you die?,Are there any must watch TV shows?,Y a-t-il des émissions de télévision à regarder?,1
198,How can I become more fluent in Chinese?,How can I become fluent in chinese?,Comment puis-je parler couramment le chinois?,1
199,What are the effects of demonitization of 500 and 1000 rupees notes on real estate sector?,What will be the impact of scrapping of ₹500 and ₹1000 rupee notes on the real estate market?,Quel sera l'impact de la mise au rebut de billets de 500 et 1000 roupies sur le marché immobilier?,1
200,What is the easiest way to become a billionaire($)?,What is the best way to become a billionaire?,Quelle est la meilleure façon de devenir milliardaire?,1
201,Are there People who are willing to give free lectures or conduct free workshop in India colleges?,"Almost two weeks in on Prozac, why do I still feel antisocial and still don't want to go to events? Why does my social behavior and mood change daily?","Presque deux semaines sur Prozac, pourquoi je me sens toujours antisocial et ne veux toujours pas aller à des événements? Pourquoi mon comportement social et mon humeur changent-ils quotidiennement?",0
202,What's the best way to start learning robotics?,What is the best way to start robotics? Which is the best development board that I can start working on it?,Quelle est la meilleure façon de démarrer la robotique? Quelle est la meilleure carte de développement sur laquelle je puisse travailler?,0
203,Why do people hate Hillary Clinton?,What are the reasons that people dislike Hillary Clinton?,Quelles sont les raisons pour lesquelles les gens n'aiment pas Hillary Clinton?,1
204,Why are women who are on their periods are regarded as 'unclean' such that they are prevented in taking an actived part in rituals (Hinduism)?,"Why is it always expected that a woman should take care of housework, children and cooking (especially in Indian culture)? Are these activities the responsibility of women alone? Why do men not share equally in such work?","Pourquoi est-il toujours attendu qu'une femme s'occupe des tâches ménagères, des enfants et de la cuisine (surtout dans la culture indienne)? Ces activités sont-elles la seule responsabilité des femmes? Pourquoi les hommes ne partagent pas à parts égales dans un tel travail?",0
205,"If atheism is the lack of belief in gods, what is the term for the belief that there is no god?","Is atheism the lack of belief in gods, or a claim that god does not exist?","L'athéisme est-il le manque de croyance en les dieux, ou l'affirmation que Dieu n'existe pas?",0
206,What is it like to be Jack Dorsey?,What is Jack Dorsey like?,A quoi ressemble Jack Dorsey?,0
207,What are the best quotes/lessons of the Assassin's Creed series?,Which assassin has the best robes in Assassin's Creed?,Quel assassin a les meilleures robes dans Assassin's Creed?,0
208,"Do inkjet printers use color ink when printing black and white documents? If so, why?","If CMYK printers create black by using colored ink and only complementing with black ink, why do shops charge more for color prints?","Si les imprimantes CMJN créent du noir en utilisant de l'encre de couleur et qu'elles ne se complètent qu'avec de l'encre noire, pourquoi les magasins facturent-ils davantage pour les impressions couleur?",0
209,Why is creativity important?,Why creativity is important?,Pourquoi la créativité est-elle importante?,1
210,If Hillary Clinton could not continue her Presidential campaign how would the Democratic Party choose a new candidate?,If Hillary Clinton can no longer serve as the Democratic nominee how would her successor be chosen?,"Si Hillary Clinton ne peut plus servir de candidat démocrate, comment son successeur serait-il choisi?",1
211,How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?,Why don't phones have a built-in FM antenna?,Pourquoi les téléphones ne disposent-ils pas d’une antenne FM intégrée?,0
212,What are the best career growth technologies for automation engineers apart from automation tools?,Himalayan or Duke KTM 200 for touring?,Himalayan ou Duke KTM 200 pour les tournées?,0
213,What are the disadvantages of listing a company in NSE?,What are the benefits of listing a company in NSE?,Quels sont les avantages de l'inscription d'une entreprise en NSE?,0
214,How many derivatives of an object's position with respect to time have to be continuous?,When does drawing become fun?,Quand le dessin devient-il amusant?,0
215,Is the neutron star made up of?,Is the neutron star made up of only neutrons?,Est-ce que l'étoile à neutrons est composée uniquement de neutrons?,1
216,I got a 3.8 GPA. Is it enough to get into top universities like Harvard?,Is a 3.8 GPA sufficient to get into a top school?,"Une moyenne de 3,8 GPA est-elle suffisante pour entrer dans une école supérieure?",1
217,What is a profitable way to trade binary options?,What is binary options trading?,Qu'est-ce que le trading d'options binaires?,0
218,How do I utilize free time to avoid depression?,Can a person graduating from IIMs like LIK and even the new IIMs like Ranchi and Trichy ever catch up to the graduates from ABC and get a similar package?,Une personne diplômée de l'IIM comme LIK et même les nouveaux IIM comme Ranchi et Trichy peuvent-ils rattraper les diplômés d'ABC et obtenir un forfait similaire?,0
219,How can I learn computer security?,How can I get started to learn information security?,Comment puis-je commencer à apprendre la sécurité des informations?,1
